protein	score
Q969R5	742.59
Q96AE4	668.07
Q96AY2	670.88
Q96DE5	341.82
Q96EP0	1129.37
Q96EP1	707.67
Q96EQ8	300.97
Q96F86	508.0
Q96FI4	490.0
Q96FQ6	204.94
Q96G97	696.99
Q96GD4	344.0
Q96IZ0	340.0
Q96J02	930.13
Q96MS0	1391.05
Q96N21	542.14
Q96NY9	577.32
Q96PM5	316.56
Q96PU5	1021.67
Q96PY5	1111.32
Q96Q11	492.76
Q96QT6	1004.0
Q96RD7	521.07
Q96RI1	543.61
Q96S59	755.75
Q96SD1	761.36
Q96T21	854.0
Q96T58	3667.41
Q96T88	883.16
Q97W59	577.85
Q97W73	249.35
Q97ZL0	155.46
Q980M2	292.27
Q98148	1346.17
Q98157	104.64
Q98325	280.42
Q99075	289.73
Q99250	2220.71
Q99523	838.22
Q99623	332.44
Q99741	576.96
Q99801	234.0
Q99835	851.8
Q99952	480.65
Q99958	511.98
Q99967	270.0
Q99IB8	3045.2
Q99LJ8	421.58
Q99LM3	459.0
Q99ML1	193.0
Q9BP37	445.95
Q9BP38	171.0
Q9BPZ3	127.0
Q9BPZ7	522.0
Q9BQ15	502.47
Q9BQ50	236.0
Q9BQA1	397.56
Q9BQB4	447.74
Q9BRG1	212.93
Q9BRX5	216.0
Q9BS26	434.33
Q9BSM1	282.17
Q9BSQ5	528.46
Q9BSY4	182.73
Q9BTL3	118.0
Q9BTT0	320.24
Q9BUB5	533.82
Q9BUH6	204.0
Q9BUQ8	976.71
Q9BVI0	1019.91
Q9BXJ9	919.12
Q9BXP5	890.27
Q9BYF1	827.98
Q9BYI3	621.77
Q9BZE9	603.63
Q9BZI7	522.34
Q9C000	1473.0
Q9C0C7	1303.78
Q9C1S9	531.67
Q9C552	753.0
Q9CQK7	743.0
Q9CX60	605.0
Q9CXW3	229.0
Q9CXY6	466.92
Q9D1N2	254.32
Q9DBG5	490.78
Q9DCL8	206.0
Q9DQX7	600.63
Q9EPH0	793.06
Q9EPU7	560.0
Q9ERE3	531.28
Q9ERE7	389.18
Q9ES89	330.0
Q9ESJ0	1193.57
Q9FG31	158.0
Q9FIC3	146.76
Q9FIX2	210.45
Q9FUM5	565.0
Q9FUW7	780.0
Q9GSG7	581.0
Q9GZT9	482.34
Q9GZZ9	404.0
Q9H211	546.0
Q9H2Y7	1883.0
Q9H3P2	528.0
Q9H7E2	663.29
Q9H816	552.68
Q9H875	434.0
Q9H981	624.0
Q9H9A7	641.0
Q9HAN9	347.1
Q9HAU5	1333.32
Q9HBM1	344.54
Q9HC35	991.19
Q9HC52	389.0
Q9HCB6	824.97
Q9HCJ0	1690.0
Q9HD26	502.04
Q9HD36	240.76
Q9HKT1	290.63
Q9HZJ8	291.43
Q9I332	683.36
Q9I832	264.0
Q9IH62	610.31
Q9IK91	960.06
Q9J0X9	655.55
Q9JI51	224.0
Q9JIH2	533.6
Q9JJW6	254.7
Q9JK11	1173.32
Q9JM54	103.0
Q9JPP1	594.45
Q9L9I0	151.0
Q9LQT8	533.0
Q9MAA7	363.84
Q9MAB9	185.38
Q9N4U5	547.0
Q9NHC3	307.67
Q9NK80	1064.26
Q9NP98	434.45
Q9NPF0	358.24
Q9NPI8	422.13
Q9NQC7	964.89
Q9NQI0	886.98
Q9NQS7	918.0
Q9NR00	606.0
Q9NR28	239.0
Q9NR61	685.0
Q9NR80	763.19
Q9NRJ3	627.0
Q9NRN7	334.89
Q9NRR4	1477.35
Q9NRY2	402.08
Q9NS91	495.0
Q9NWT6	379.09
Q9NXV2	310.92
Q9NYB9	861.93
Q9NZ94	848.0
Q9NZN8	564.07
Q9P2K3	860.66
Q9Q8E9	317.69
Q9Q8N4	333.54
Q9QWH1	850.0
Q9RJY2	405.21
Q9RQJ2	574.88
Q9RY65	189.9
Q9S446	206.0
Q9S7B5	542.16
Q9SEL7	364.8
Q9SIN5	141.0
Q9SKB2	676.88
Q9SKI4	708.75
Q9SLJ2	598.0
Q9SN68	200.0
Q9SP32	1909.0
Q9SQZ9	235.66
Q9SR19	480.18
Q9SSN3	215.77
Q9SU24	824.69
Q9SUM3	873.45
Q9SZF7	589.38
Q9U3N4	445.56
Q9U489	1159.21
Q9UBB5	411.0
Q9UBK2	798.0
Q9UBP0	650.09
Q9UBR1	438.69
Q9UBT3	373.55
Q9UBT6	923.45
Q9UBU8	377.19
Q9UBU9	904.14
Q9UBV7	366.76
Q9UBW5	597.74
Q9UBZ9	1296.16
Q9UDY8	834.92
Q9UER7	885.27
Q9UHB7	1518.98
Q9UHD9	725.76
Q9UHK0	505.1
Q9UJM3	484.73
Q9UJX5	892.16
Q9UJY5	676.56
Q9UK55	487.92
Q9UKT4	884.36
Q9UKT5	434.8
Q9UKV5	677.99
Q9UKY0	255.55
Q9UL40	316.11
Q9UM07	712.02
Q9UM11	586.73
Q9UMR2	479.0
Q9UMS4	529.79
Q9UMX1	568.71
Q9UNA0	968.71
Q9UNA4	775.14
Q9UNN5	664.62
Q9UPN9	1141.2
Q9UPP1	1066.13
Q9UPR3	1041.1
Q9UPY3	1929.02
Q9UQC2	676.0
Q9V6K1	1474.66
Q9VKJ9	831.32
Q9VMA3	1168.48
Q9VPU8	345.0
Q9VXJ0	629.77
Q9VZU1	388.0
Q9W058	526.66
Q9WBP8	882.74
Q9WTL8	632.0
Q9WTY2	379.12
Q9WZ73	141.0
Q9X0Q3	380.1
Q9X8U3	397.49
Q9XTW2	546.18
Q9XTY3	211.0
Q9XWJ1	479.81
Q9Y258	152.51
Q9Y261	457.0
Q9Y263	841.54
Q9Y296	253.25
Q9Y297	624.83
Q9Y2Z0	385.55
Q9Y3D6	152.0
Q9Y3E7	314.34
Q9Y468	856.07
Q9Y478	447.78
Q9Y4B6	1528.9
Q9Y4P1	437.53
Q9Y5B0	961.0
Q9Y5C1	470.87
Q9Y5L0	992.88
Q9Y5S9	214.23
Q9Y613	1164.0
Q9Y615	484.43
Q9Y657	372.69
Q9Y6C2	1017.48
Q9Y6G9	523.0
Q9Y6I3	576.0
Q9Y6I9	506.29
Q9Y6K1	944.35
Q9Y6Q9	1424.0
Q9Y823	465.85
Q9Y9L0	358.0
Q9Z0U4	991.0
Q9Z1X4	951.45
Q9Z200	640.32
Q9Z214	393.32
Q9Z2X8	646.44
Q9ZPI5	747.76
Q9ZVD0	720.0
S6AWC2	658.0
S6B291	708.49
S7W634	850.25
