protein	score
Q96RD7	521.07
Q96RI1	543.61
Q96RJ3	637.8
Q96S59	755.75
Q96SD1	761.36
Q96T21	854.0
Q96T58	3667.41
Q96T88	883.16
Q97W59	577.85
Q97W73	249.35
Q97ZL0	155.46
Q980M2	292.27
Q98148	1346.17
Q98157	104.64
Q98325	280.42
Q99075	289.73
Q99523	838.22
Q99598	403.79
Q99623	332.44
Q99801	234.0
Q99835	851.8
Q99952	480.65
Q99958	511.98
Q99967	270.0
Q99LJ8	421.58
Q99LM3	459.0
Q99ZW2	1484.23
Q9A8N4	177.0
Q9BP38	171.0
Q9BPZ3	127.0
Q9BQ15	502.47
Q9BQ50	236.0
Q9BQA1	397.56
Q9BQB4	447.74
Q9BRT9	267.84
Q9BRX5	216.0
Q9BS26	434.33
Q9BSI4	451.0
Q9BSM1	282.17
Q9BSY4	182.73
Q9BTL3	118.0
Q9BTT0	320.24
Q9BUB5	533.82
Q9BUH6	204.0
Q9BUL9	357.29
Q9BUQ8	976.71
Q9BVI0	1019.91
Q9BXJ9	919.12
Q9BXP5	890.27
Q9BXW4	187.82
Q9BYF1	827.98
Q9BYI3	621.77
Q9BZ95	1442.22
Q9BZE9	603.63
Q9BZI7	522.34
Q9C000	1473.0
Q9C0C7	1303.78
Q9C1S9	531.67
Q9C552	753.0
Q9CX60	605.0
Q9CXW3	229.0
Q9CXY6	466.92
Q9D1N2	254.32
Q9DBG5	490.78
Q9DBG9	172.39
Q9DCL8	206.0
Q9EPH0	793.06
Q9EPU7	560.0
Q9ERE7	389.18
Q9ES89	330.0
Q9ESJ0	1193.57
Q9FG31	158.0
Q9FIC3	146.76
Q9FLN8	417.09
Q9FUM5	565.0
Q9FUW7	780.0
Q9GSG7	581.0
Q9GZN7	344.49
Q9GZT9	482.34
Q9H0E2	274.0
Q9H1D0	765.0
Q9H211	546.0
Q9H3P2	528.0
Q9H7E2	663.29
Q9H816	552.68
Q9H832	533.38
Q9H875	434.0
Q9H8Y8	721.91
Q9H9A7	641.0
Q9H9B1	1341.14
Q9HAN9	347.1
Q9HAU5	1333.32
Q9HAV4	1247.19
Q9HBM1	344.54
Q9HCB6	824.97
Q9HD36	240.76
Q9HKT1	290.63
Q9HZJ8	291.43
Q9I1X7	858.45
Q9I322	81.0
Q9I332	683.36
Q9I832	264.0
Q9IH62	610.31
Q9IK91	960.06
Q9J0X9	655.55
Q9JI51	224.0
Q9JIH2	533.6
Q9JJW6	254.7
Q9JM54	103.0
Q9JPP1	594.45
Q9KMA5	104.0
Q9KRE7	317.5
Q9KX51	445.45
Q9L9I0	151.0
Q9LQT8	533.0
Q9LZP9	131.0
Q9MAA7	363.84
Q9MAB9	185.38
Q9N4U5	547.0
Q9NP98	434.45
Q9NPF0	358.24
Q9NPI8	422.13
Q9NQB0	619.0
Q9NQC7	964.89
Q9NQI0	886.98
Q9NQR1	456.61
Q9NQS7	918.0
Q9NR00	606.0
Q9NR28	239.0
Q9NR61	685.0
Q9NR80	763.19
Q9NRJ3	627.0
Q9NRN7	334.89
Q9NRR4	1477.35
Q9NRY2	402.08
Q9NV23	344.25
Q9NVS9	261.0
Q9NWT6	379.09
Q9NXA8	335.81
Q9NXV2	310.92
Q9NZN8	564.07
Q9Q8E9	317.69
Q9Q8N4	333.54
Q9QWH1	850.0
Q9RFD6	345.82
Q9RQJ2	574.88
Q9RY65	189.9
Q9S446	206.0
Q9S7B5	542.16
Q9SEL7	364.8
Q9SIN5	141.0
Q9SKB2	676.88
Q9SKI4	708.75
Q9SLJ2	598.0
Q9SN68	200.0
Q9SP32	1909.0
Q9SQK3	315.0
Q9SQZ9	235.66
Q9SR19	480.18
Q9SSN3	215.77
Q9SUM3	873.45
Q9SZF7	589.38
Q9U3N4	445.56
Q9U489	1159.21
Q9UBP0	650.09
Q9UBR1	438.69
Q9UBT3	373.55
Q9UBT6	923.45
Q9UBU8	377.19
Q9UBU9	904.14
Q9UBV7	366.76
Q9UBW5	597.74
Q9UBZ9	1296.16
Q9UDY8	834.92
Q9UER7	885.27
Q9UGL1	1684.54
Q9UHD9	725.76
Q9UHK0	505.1
Q9UI95	293.94
Q9UIV1	321.84
Q9UJX2	651.44
Q9UJX4	837.78
Q9UJX5	892.16
Q9UJY5	676.56
Q9UKT4	884.36
Q9UKV8	884.03
Q9UKY0	255.55
Q9UL40	316.11
Q9UM07	712.02
Q9UMR2	479.0
Q9UNA0	968.71
Q9UNA4	775.14
Q9UNN5	664.62
Q9UPP1	1066.13
Q9UPR3	1041.1
Q9UPY3	1929.02
Q9UUB7	273.24
Q9V6K1	1474.66
Q9VAN6	526.0
Q9VKJ9	831.32
Q9VPU8	345.0
Q9VXJ0	629.77
Q9VZU1	388.0
Q9W058	526.66
Q9W1M7	1006.96
Q9WTL8	632.0
Q9WZ73	141.0
Q9X0Q3	380.1
Q9XES8	89.0
Q9XTW2	546.18
Q9XTY3	211.0
Q9XWG3	408.96
Q9XWJ1	479.81
Q9Y239	967.69
Q9Y258	152.51
Q9Y261	457.0
Q9Y296	253.25
Q9Y2Z0	385.55
Q9Y3B4	309.0
Q9Y3D6	152.0
Q9Y3E7	314.34
Q9Y468	856.07
Q9Y478	447.78
Q9Y4B6	1528.9
Q9Y4P1	437.53
Q9Y5B0	961.0
Q9Y5C1	470.87
Q9Y5L0	992.88
Q9Y5S9	214.23
Q9Y613	1164.0
Q9Y657	372.69
Q9Y696	286.6
Q9Y6G9	523.0
Q9Y6H6	277.76
Q9Y6I3	576.0
Q9Y6I9	506.29
Q9Y6K1	944.35
Q9Y6Q9	1424.0
Q9Y7M4	168.27
Q9Y9L0	358.0
Q9Z0U4	991.0
Q9Z1X4	951.45
Q9Z200	640.32
Q9Z214	393.32
Q9ZKK2	287.6
Q9ZPI5	747.76
Q9ZVD0	720.0
S6AWC2	658.0
S7W634	850.25
